学生ID,学部,テストスコア,出席日数,クラス参加度,経済的背景,退学リスク,初任給,業界
2506,理,73,33,8,低,低,2953010,製造
2507,工,71,36,6,高,高,3938323,IT
2508,経済,85,41,9,低,低,4414233,教育
2509,工,70,38,8,高,高,3914465,教育
2510,経済,98,42,8,中,低,4505256,製造
2511,経済,87,40,7,低,低,4595751,IT
2512,理,95,30,9,中,低,2984089,製造
2513,経済,85,41,8,中,低,4415473,金融
2514,経済,85,40,8,中,低,4544501,製造
2515,理,97,30,5,中,低,3136005,金融
2516,文,88,36,5,高,中,2510940,金融
2517,文,67,39,6,高,中,2455711,IT
2518,理,83,35,9,中,低,3092684,金融
2519,経済,100,39,8,高,低,4587133,金融
2520,工,89,34,6,低,高,3921613,IT
2521,文,89,37,6,低,中,2552039,教育
2522,理,80,37,9,高,低,3058589,教育
2523,経済,90,39,7,中,低,4566117,IT
2524,文,73,35,5,高,中,2428716,金融
2525,経済,95,42,10,低,低,4501990,製造
2526,理,79,40,4,低,低,3006592,教育
2527,理,67,32,9,低,低,2963683,IT
2528,経済,80,41,9,低,低,4488144,金融
2529,理,87,37,8,高,低,3006086,教育
2530,工,72,34,8,高,高,4083253,金融
2531,工,72,33,9,低,高,4058465,IT
2532,文,58,35,7,中,中,2472383,IT
2533,工,89,36,8,低,高,4046137,金融
2534,経済,85,38,9,中,低,4426462,IT
2535,経済,92,40,8,中,低,4553162,製造
2536,文,86,38,8,中,中,2431627,製造
2537,経済,98,41,9,高,低,4488347,教育
2538,理,84,39,6,高,低,3020899,製造
2539,経済,81,42,10,高,低,4512367,金融
2540,理,73,39,7,低,低,2957654,金融
2541,経済,80,42,9,高,低,4522151,教育
2542,文,60,39,7,高,中,2501879,金融
2543,工,93,36,8,高,高,3905005,IT
2544,経済,98,42,9,低,低,4490478,金融
2545,工,92,35,7,中,高,4049344,IT
2546,工,72,37,9,高,高,4062925,金融
2547,工,83,35,9,中,高,4018636,教育
2548,経済,99,39,10,中,低,4457100,製造
2549,工,78,37,6,低,高,4062647,金融
2550,経済,90,40,9,低,低,4435636,製造
2551,経済,86,41,7,高,低,4509789,製造
2552,文,54,37,8,低,中,2438532,製造
2553,経済,80,40,8,中,低,4563899,金融
2554,経済,93,42,8,低,低,4562374,製造
2555,文,85,40,8,中,中,2476682,金融
2556,文,89,37,7,低,中,2450403,金融
2557,文,80,37,6,高,中,2573919,教育
2558,文,85,36,5,中,中,2442385,金融
2559,理,83,39,5,高,低,3126123,金融
2560,理,100,33,7,低,低,2804499,教育
2561,経済,82,41,7,低,低,4598090,教育
2562,工,71,37,8,低,高,4025509,教育
2563,経済,96,39,9,低,低,4414521,教育
2564,文,83,38,7,中,中,2444154,IT
2565,文,81,36,6,中,中,2483488,IT
2566,文,83,40,6,低,中,2432977,金融
2567,文,61,40,7,低,中,2500461,製造
2568,経済,83,41,7,低,低,4551771,金融
2569,経済,87,40,9,高,低,4553413,教育
2570,文,62,38,6,低,中,2435990,教育
2571,文,65,39,5,中,中,2403551,教育
2572,経済,91,42,7,中,低,4500644,教育
2573,理,94,40,6,低,低,3107003,金融
2574,文,73,37,6,高,中,2543272,金融
2575,工,87,38,9,低,高,4039566,教育
2576,理,61,39,8,中,低,3019460,教育
2577,工,73,34,6,高,高,3963454,金融
2578,工,79,38,8,中,高,3922174,IT
2579,経済,91,38,7,高,低,4553913,教育
2580,経済,97,38,8,中,低,4498307,製造
2581,理,93,37,8,高,低,2963392,IT
2582,工,85,36,9,中,高,4096650,製造
2583,理,80,40,9,低,低,3066840,製造
2584,理,93,32,7,中,低,2971393,金融
2585,経済,80,41,7,高,低,4584181,金融
2586,工,83,35,9,高,高,4060065,IT
2587,工,82,33,7,低,高,3956272,製造
2588,文,79,40,6,低,中,2496776,IT
2589,理,72,32,8,高,低,3110721,IT
2590,理,91,39,7,低,低,2855665,金融
2591,工,73,37,6,高,高,3980118,製造
2592,経済,85,39,8,高,低,4404111,製造
2593,工,83,35,8,高,高,3963227,教育
2594,文,73,40,7,低,中,2593501,IT
2595,経済,92,42,10,低,低,4504926,IT
2596,理,87,32,9,中,低,3196873,製造
2597,工,92,38,6,中,高,4035618,金融
2598,文,52,37,7,低,中,2498482,製造
2599,文,52,38,8,高,中,2447277,教育
2600,経済,88,41,9,高,低,4599358,金融
2601,工,82,38,8,高,高,3963629,IT
2602,工,93,33,6,中,高,3960711,製造
2603,工,95,36,9,低,高,4077846,教育
2604,経済,90,38,8,中,低,4477373,教育
2605,経済,92,38,8,高,低,4590965,金融
2606,文,69,39,7,高,中,2529070,製造
2607,文,78,35,5,高,中,2480289,製造
2608,理,83,36,7,高,低,2866348,製造
2609,工,83,36,8,中,高,4033949,金融
2610,経済,82,39,7,低,低,4413446,金融
2611,文,79,38,7,中,中,2416450,教育
2612,文,69,39,5,中,中,2564979,教育
2613,工,79,33,7,中,高,3951919,IT
2614,工,86,38,9,高,高,3915765,製造
2615,経済,99,39,7,高,低,4409911,金融
2616,経済,82,42,10,低,低,4519475,教育
2617,文,75,35,5,中,中,2418073,教育
2618,文,77,36,7,低,中,2544312,製造
2619,文,53,35,5,中,中,2436027,製造
2620,理,79,36,9,中,低,3116622,金融
2621,工,95,34,7,高,高,4052939,金融
2622,経済,93,39,9,低,低,4459853,教育
2623,文,81,38,5,低,中,2513319,教育
2624,文,65,38,7,中,中,2476293,教育
2625,理,95,38,6,低,低,2873424,IT
2626,工,76,38,9,中,高,4005626,製造
2627,文,82,40,5,中,中,2414969,金融
2628,文,59,37,7,中,中,2595144,教育
2629,工,90,33,6,中,高,4015257,教育
2630,理,94,32,7,中,低,2948416,IT
2631,理,83,30,4,低,低,2859812,製造
2632,理,72,32,7,高,低,2874821,教育
2633,文,61,37,5,高,中,2523648,教育
2634,経済,98,41,8,中,低,4495342,製造
2635,工,95,34,7,中,高,3985367,IT
2636,理,94,35,4,高,低,2852390,IT
2637,工,83,37,8,中,高,4097612,IT
2638,文,87,35,6,中,中,2547319,教育
2639,工,80,35,8,中,高,3933180,金融
2640,文,61,36,5,中,中,2402980,製造
2641,理,78,31,5,低,低,3056814,IT
2642,工,95,36,8,低,高,3912840,製造
2643,工,89,36,9,低,高,3950761,教育
2644,工,86,34,7,高,高,4076310,製造
2645,文,61,37,6,高,中,2555658,教育
2646,理,67,31,8,高,低,2891267,IT
2647,文,55,37,8,中,中,2576837,製造
2648,理,99,33,9,高,低,2823754,製造
2649,文,88,36,6,中,中,2424561,製造
2650,文,71,35,8,中,中,2400424,教育
2651,文,73,35,8,低,中,2585861,IT
2652,理,62,40,6,低,低,3079993,教育
2653,経済,96,39,10,低,低,4481086,IT
2654,理,97,32,5,低,低,3012944,教育
2655,経済,97,39,8,低,低,4597075,教育
2656,経済,83,42,8,高,低,4544252,教育
2657,理,96,36,5,中,低,3025578,IT
2658,経済,81,40,8,低,低,4436838,金融
2659,工,88,38,7,低,高,3940167,IT
2660,理,93,32,5,低,低,2887554,金融
2661,理,100,34,8,低,低,3008073,金融
2662,文,83,37,5,高,中,2522748,IT
2663,理,93,34,4,低,低,2819809,金融
2664,工,87,37,7,中,高,4071863,製造
2665,文,60,35,7,高,中,2567179,IT
2666,工,82,37,9,高,高,3928055,IT
2667,工,75,33,7,中,高,4016195,教育
2668,経済,93,41,10,高,低,4440163,IT
2669,文,71,37,6,低,中,2529858,製造
2670,経済,91,42,8,中,低,4548681,教育
2671,経済,100,41,8,中,低,4431382,製造
2672,理,95,34,4,中,低,3137478,製造
2673,文,72,35,7,高,中,2535702,金融
2674,工,78,36,6,中,高,3939224,教育
2675,工,84,37,6,中,高,4079318,金融
2676,文,59,35,6,低,中,2407698,金融
2677,経済,87,39,9,中,低,4475338,IT
2678,経済,89,39,9,低,低,4448990,教育
2679,理,79,35,6,中,低,2858969,製造
2680,工,78,38,9,低,高,3932944,製造
2681,工,78,34,9,低,高,4071281,教育
2682,文,56,37,5,高,中,2443550,金融
2683,経済,89,40,7,低,低,4442662,金融
2684,理,73,37,6,低,低,3112186,IT
2685,工,80,38,7,中,高,4039379,製造
2686,理,81,35,4,低,低,3080646,製造
2687,経済,87,41,7,高,低,4479481,教育
2688,文,68,37,6,中,中,2598295,金融
2689,理,93,34,7,高,低,3102088,IT
2690,工,76,36,6,中,高,3968796,製造
2691,理,70,35,4,中,低,3147906,IT
2692,理,97,31,8,高,低,3117974,金融
2693,文,88,39,7,高,中,2454931,教育
2694,工,87,35,9,高,高,3969810,IT
2695,経済,82,38,7,低,低,4438901,製造
2696,工,91,37,8,低,高,4053925,IT
2697,文,69,38,5,中,中,2529530,IT
2698,理,89,35,9,中,低,2883819,教育
2699,工,73,34,8,中,高,4008160,製造
2700,文,61,35,5,中,中,2447829,金融
2701,理,75,34,7,低,低,3004372,製造
2702,工,75,38,8,低,高,3980344,教育
2703,文,61,37,5,低,中,2455059,IT
2704,工,77,33,8,高,高,4067941,製造
2705,理,97,38,9,低,低,2928278,教育
2706,経済,99,39,7,低,低,4401600,IT
2707,文,77,37,7,中,中,2530679,製造
2708,理,75,36,6,高,低,2875987,教育
2709,経済,88,42,7,中,低,4576484,製造
2710,理,90,35,8,高,低,2844216,IT
2711,文,80,40,5,低,中,2435508,金融
2712,経済,87,41,9,低,低,4475346,教育
2713,工,75,34,8,中,高,4071855,IT
2714,工,89,38,8,高,高,3976275,金融
2715,文,60,38,8,中,中,2524601,IT
2716,経済,82,38,10,中,低,4594680,教育
2717,文,62,36,6,中,中,2517984,金融
2718,経済,96,42,8,中,低,4430826,製造
2719,理,99,40,7,高,低,3095082,製造
2720,経済,92,40,8,高,低,4416813,教育
2721,文,87,37,5,低,中,2403845,金融
2722,経済,84,40,8,低,低,4524065,教育
2723,文,52,37,5,高,中,2489108,金融
2724,理,93,39,6,中,低,2851848,IT
2725,理,94,30,6,低,低,3125328,金融
2726,文,71,40,5,高,中,2425269,教育
2727,文,67,39,5,高,中,2450108,金融
2728,工,95,38,9,中,高,4030516,教育
2729,経済,82,39,7,中,低,4432117,IT
2730,工,94,36,7,高,高,3902894,IT
2731,理,74,31,5,高,低,2974304,教育
2732,経済,82,38,9,中,低,4498907,教育
2733,理,69,39,9,高,低,3093189,製造
2734,工,74,36,7,中,高,3961632,金融
2735,工,82,37,6,高,高,3924445,製造
2736,工,91,37,7,中,高,4064656,IT
2737,理,73,35,6,高,低,2943057,金融
2738,工,80,38,7,低,高,3913928,IT
2739,経済,81,38,8,低,低,4438744,製造
2740,文,81,37,7,低,中,2513639,製造
2741,工,71,35,9,中,高,4042747,製造
2742,文,75,38,5,中,中,2514377,IT
2743,工,78,37,8,低,高,3952745,製造
2744,工,88,35,9,高,高,3928288,金融
2745,経済,81,38,10,高,低,4520547,教育
2746,理,86,31,4,高,低,3069575,製造
2747,理,77,30,9,低,低,2878129,教育
2748,文,77,36,8,低,中,2422859,製造
2749,経済,99,42,7,低,低,4555383,製造
2750,工,91,38,6,高,高,3994656,金融
2751,経済,83,42,7,中,低,4531764,IT
2752,文,86,40,5,中,中,2574432,IT
2753,理,87,37,8,高,低,2987124,教育
2754,理,65,39,7,高,低,3076265,金融
2755,理,94,31,5,高,低,3194653,製造
2756,理,61,31,4,低,低,3081233,金融
2757,工,78,33,8,高,高,4067264,教育
2758,工,88,35,8,中,高,3922850,IT
2759,文,60,36,8,中,中,2442705,IT
2760,経済,91,38,10,高,低,4561200,IT
2761,経済,89,40,10,中,低,4595589,IT
2762,工,87,35,6,中,高,3915539,製造
2763,文,72,39,7,中,中,2565455,製造
2764,理,65,34,6,高,低,2902869,教育
2765,文,59,36,6,中,中,2526030,金融
2766,経済,85,38,10,低,低,4534780,金融
2767,工,89,35,6,高,高,3974710,製造
2768,文,60,40,7,低,中,2490946,教育
2769,理,67,33,5,高,低,2905346,IT
2770,工,81,34,6,低,高,3988218,教育
2771,理,73,33,5,中,低,3098058,金融
2772,経済,80,41,8,低,低,4464661,製造
2773,理,80,37,6,高,低,3049565,教育
2774,工,75,33,9,中,高,3996698,IT
2775,理,70,39,5,高,低,3003270,製造
2776,工,87,35,7,低,高,3956529,IT
2777,文,60,39,5,高,中,2411679,金融
2778,工,79,34,7,中,高,4039117,IT
2779,理,72,30,6,高,低,2891702,製造
2780,理,65,32,9,低,低,3090440,IT
2781,工,82,37,7,低,高,4076444,製造
2782,経済,86,40,8,高,低,4494858,教育
2783,理,93,34,4,高,低,2817711,製造
2784,経済,98,39,7,高,低,4481708,IT
2785,工,89,33,7,中,高,4070286,IT
2786,理,91,34,4,高,低,3056602,製造
2787,文,65,40,8,低,中,2446803,金融
2788,経済,86,40,8,中,低,4507979,IT
2789,工,80,35,7,高,高,4037570,金融
2790,工,94,35,8,高,高,4037838,製造
2791,文,65,37,8,高,中,2586318,IT
2792,文,53,39,7,低,中,2434728,教育
2793,文,82,39,6,高,中,2590378,金融
2794,経済,96,41,8,低,低,4465333,製造
2795,経済,85,39,10,低,低,4499650,製造
2796,工,75,36,8,低,高,4062984,教育
2797,文,78,37,7,中,中,2512769,教育
2798,工,80,34,6,高,高,3957709,教育
2799,経済,87,40,9,中,低,4427715,金融
2800,理,100,34,7,中,低,2964150,金融
2801,工,92,33,6,中,高,3924221,製造
2802,理,92,34,6,低,低,3059980,教育
2803,工,84,34,7,高,高,3944661,製造
2804,理,79,38,5,高,低,2836156,金融
2805,文,75,35,8,中,中,2542666,IT
2806,文,90,40,6,低,中,2478250,製造
2807,工,87,34,6,高,高,4003518,IT
2808,理,78,33,4,低,低,3047511,製造
2809,工,81,33,9,中,高,3927423,IT
2810,工,79,35,9,高,高,3959510,教育
2811,文,54,40,6,高,中,2585446,教育
2812,文,68,38,8,中,中,2596710,製造
2813,工,93,34,7,高,高,3999026,IT
2814,文,84,35,5,低,中,2564016,製造
2815,工,78,35,6,高,高,4036451,製造
2816,文,68,37,6,低,中,2455076,教育
2817,文,58,38,8,低,中,2450917,教育
2818,理,70,38,8,低,低,2938891,製造
2819,工,86,35,7,低,高,4006641,教育
2820,工,72,37,9,中,高,3976983,製造
2821,工,76,38,8,低,高,3963690,教育
2822,経済,100,42,10,低,低,4574736,教育
2823,文,70,35,7,高,中,2476302,IT
2824,工,81,33,6,低,高,3935248,製造
2825,工,84,36,8,低,高,4098187,製造
2826,文,52,36,7,高,中,2561673,製造
2827,文,58,36,8,高,中,2425403,金融
2828,理,82,33,8,高,低,2959594,教育
2829,理,69,31,8,低,低,3093163,製造
2830,理,66,32,9,高,低,2800882,製造
2831,文,74,38,5,低,中,2586503,教育
2832,工,85,36,9,中,高,3982216,教育
2833,工,83,35,8,高,高,4072447,IT
2834,文,60,36,6,低,中,2462338,IT
2835,経済,94,39,8,高,低,4566782,IT
2836,工,83,33,7,高,高,3964010,教育
2837,工,94,33,9,高,高,4026622,製造
2838,理,91,40,9,低,低,2933592,製造
2839,経済,88,41,10,中,低,4507366,教育
2840,理,70,30,7,低,低,3107336,金融
2841,文,86,37,5,高,中,2405386,製造
2842,文,80,35,7,高,中,2414523,製造
2843,工,74,34,9,高,高,4037944,IT
2844,文,85,36,5,低,中,2593955,金融
2845,工,73,38,8,中,高,4091784,IT
2846,経済,88,41,10,中,低,4587784,教育
2847,理,75,37,4,高,低,3185602,教育
2848,文,68,37,5,高,中,2415576,製造
2849,文,82,37,7,高,中,2498808,教育
2850,工,73,36,8,低,高,4085125,製造
2851,理,78,33,6,高,低,2987415,金融
2852,理,72,38,6,低,低,3039736,IT
2853,理,97,31,5,高,低,2830472,教育
2854,工,81,34,6,低,高,3963982,教育
2855,工,80,33,9,低,高,3953831,製造
2856,理,93,39,9,低,低,2814934,IT
2857,文,54,38,8,高,中,2593323,IT
2858,理,63,32,6,中,低,3096983,IT
2859,経済,81,40,9,低,低,4495684,製造
2860,経済,95,42,8,中,低,4597620,製造
2861,経済,89,39,8,低,低,4431282,IT
2862,文,61,36,7,高,中,2482170,教育
2863,経済,93,38,9,高,低,4587606,IT
2864,理,69,35,7,中,低,2815516,金融
2865,理,64,34,7,低,低,2920850,金融
2866,経済,89,40,10,高,低,4409647,金融
2867,経済,81,41,9,高,低,4475343,教育
2868,経済,87,40,7,中,低,4517384,金融
2869,工,82,34,9,低,高,3950000,IT
2870,経済,85,38,9,中,低,4469203,IT
2871,理,92,38,7,高,低,2905870,金融
2872,工,70,35,9,中,高,3930921,金融
2873,経済,92,40,7,高,低,4518910,金融
2874,文,83,40,6,低,中,2561321,製造
2875,経済,95,40,9,高,低,4505955,金融
2876,工,73,33,9,高,高,4092808,IT
2877,経済,93,39,10,低,低,4422985,製造
2878,文,79,39,8,低,中,2528488,金融
2879,経済,86,40,10,高,低,4452343,教育
2880,理,90,33,4,低,低,3019124,金融
2881,文,73,37,8,高,中,2497452,製造
2882,理,80,35,7,高,低,3092668,金融
2883,工,83,36,6,高,高,4033429,教育
2884,工,90,36,8,高,高,3986729,金融
2885,工,77,38,8,高,高,4042390,IT
2886,経済,92,39,7,中,低,4415841,教育
2887,文,82,40,5,低,中,2568463,IT
2888,経済,94,38,10,中,低,4448399,製造
2889,工,78,34,9,高,高,4008958,製造
2890,理,86,34,9,高,低,3075629,製造
2891,文,77,40,5,高,中,2416285,金融
2892,工,76,37,7,低,高,4006667,教育
2893,工,83,36,6,低,高,3964438,金融
2894,経済,94,42,7,高,低,4419815,製造
2895,経済,86,41,9,低,低,4435804,IT
2896,文,86,35,6,中,中,2575176,教育
2897,経済,84,38,10,高,低,4558864,製造
2898,理,82,31,5,高,低,3127756,製造
2899,文,51,35,8,中,中,2462628,金融
2900,理,60,33,9,高,低,2972213,金融
2901,文,73,35,5,低,中,2534990,教育
2902,経済,88,42,8,低,低,4501932,金融
2903,工,70,34,7,高,高,3973703,IT
2904,経済,94,39,10,中,低,4533639,教育
2905,文,70,40,5,低,中,2505082,IT
2906,理,94,30,8,高,低,2933363,教育
2907,工,77,35,6,高,高,3937481,金融
2908,工,94,33,7,中,高,4084089,製造
2909,理,84,34,8,高,低,3175531,金融
2910,工,79,36,6,高,高,4048184,教育
2911,経済,85,39,10,低,低,4542696,IT
2912,文,50,37,7,低,中,2528741,製造
2913,経済,81,40,8,中,低,4550076,製造
2914,理,90,37,5,高,低,2888484,IT
2915,経済,89,42,7,低,低,4558003,製造
2916,工,89,34,9,高,高,3971721,金融
2917,理,97,38,8,高,低,2919535,教育
2918,工,84,33,7,低,高,3912976,金融
2919,文,61,35,6,低,中,2463293,IT
2920,文,63,38,6,高,中,2416767,金融
2921,文,68,35,5,高,中,2524770,製造
2922,工,78,35,9,中,高,3915295,IT
2923,経済,95,42,10,低,低,4431222,製造
2924,経済,84,40,10,低,低,4550417,教育
2925,経済,91,42,7,中,低,4493142,教育
2926,工,94,36,6,高,高,4025460,教育
2927,理,87,34,6,高,低,3143542,製造
2928,理,96,30,6,中,低,3006958,金融
2929,文,71,35,5,中,中,2541542,金融
2930,経済,90,38,7,中,低,4555888,金融
2931,経済,97,38,10,高,低,4472318,製造
2932,文,85,39,7,高,中,2553797,IT
2933,文,51,35,6,中,中,2470514,IT
2934,文,56,39,8,高,中,2527576,教育
2935,文,77,39,6,高,中,2463053,金融
2936,工,84,36,7,中,高,3918069,金融
2937,工,84,33,7,低,高,4013287,教育
2938,工,70,36,8,高,高,3979826,教育
2939,経済,82,42,8,高,低,4445510,教育
2940,経済,99,38,10,高,低,4504238,教育
2941,文,59,35,5,低,中,2490778,製造
2942,工,74,35,6,高,高,3995418,製造
2943,理,69,38,7,低,低,3149303,製造
2944,工,93,36,7,中,高,3977997,金融
2945,文,90,37,8,低,中,2572117,金融
2946,理,76,36,7,中,低,3012313,教育
2947,理,64,34,5,高,低,3132627,製造
2948,文,74,37,6,中,中,2474934,IT
2949,理,95,33,9,中,低,3062827,製造
2950,経済,89,38,10,高,低,4529902,教育
2951,経済,97,41,9,低,低,4487568,IT
2952,文,85,39,8,中,中,2533501,IT
2953,経済,89,39,8,高,低,4543257,教育
2954,理,92,38,5,中,低,2921657,IT
2955,理,79,35,7,低,低,3013779,金融
2956,経済,98,38,8,中,低,4488052,金融
2957,工,94,36,7,高,高,3914612,教育
2958,経済,85,39,10,中,低,4437642,金融
2959,経済,86,38,8,低,低,4511405,IT
2960,理,78,36,6,中,低,2826976,IT
2961,文,67,38,7,高,中,2452557,金融
2962,文,70,38,6,高,中,2470976,製造
2963,経済,91,42,8,中,低,4535438,金融
2964,工,80,36,7,高,高,3956386,金融
2965,経済,100,41,9,低,低,4484361,IT
2966,文,88,35,6,高,中,2516381,教育
2967,文,65,40,7,高,中,2442178,教育
2968,工,90,33,6,高,高,3990991,金融
2969,理,60,31,7,中,低,3187536,製造
2970,理,62,32,4,低,低,3027989,金融
2971,工,81,37,8,中,高,4068616,教育
2972,経済,84,41,7,低,低,4428084,教育
2973,工,75,34,9,高,高,4083500,製造
2974,理,66,34,8,高,低,3170993,IT
2975,理,71,36,4,低,低,2824509,IT
2976,工,74,35,7,低,高,3920458,製造
2977,文,51,38,7,低,中,2524204,金融
2978,文,82,40,8,高,中,2585860,製造
2979,文,58,37,8,中,中,2510376,IT
2980,理,60,37,7,高,低,2953846,IT
2981,経済,90,42,7,中,低,4559657,製造
2982,理,93,39,6,中,低,3094018,教育
2983,文,79,39,7,中,中,2424444,教育
2984,理,89,36,4,低,低,3144755,教育
2985,文,72,35,8,高,中,2400961,IT
2986,工,73,36,8,中,高,4070701,金融
2987,理,93,39,5,中,低,3004240,IT
2988,理,72,38,6,低,低,2944619,教育
2989,工,81,38,9,中,高,3910770,IT
2990,工,70,38,9,高,高,3919967,教育
2991,工,77,35,8,低,高,3999294,製造
2992,理,81,38,5,中,低,2949480,IT
2993,経済,81,40,8,中,低,4490523,IT
2994,理,99,30,9,中,低,2801478,製造
2995,工,70,36,8,高,高,3980920,製造
2996,文,67,36,6,低,中,2536608,製造
2997,経済,81,42,8,低,低,4535665,IT
2998,文,89,36,8,低,中,2567215,金融
2999,経済,91,38,8,低,低,4576656,IT
3000,文,90,35,8,中,中,2403936,製造
